Year,Region,Agency Name,City,County,State,Attendance,Rescues - Total,Rescue - Rip,Rescue - Surf,Rescue - Swift,Rescues - Scuba,Primary Cause of Rescue - Others,Rescue - Cliff,Boat Rescues - Rescues,Boat Rescues - Passengers,Boat Rescues - Value,Boat Assists - Rescues,Boat Assists - Passengers,Boat Assists - Value,Prevents,Medical Aids - Total,Medical Aids - Major,Medical Aids - Minor,Drowning Deaths (Unguarded) - Total,Drowning Deaths (Unguarded) - Rip,Drowning Deaths (Unguarded) - Surf,Drowning Deaths (Unguarded) - Scuba,Drowning Deaths (Unguarded) - Drop-Off,Drowning Deaths (Unguarded) - Alc/Drugs,Drowning Deaths (Unguarded) - Ability,Drowning Deaths (Unguarded) - Floatation,Drowning Deaths (Unguarded) - Other,Drowning Deaths (Guarded) - Total,Drowning Deaths (Guarded) - Rip,Drowning Deaths (Guarded) - Surf,Drowning Deaths (Guarded) - Scuba,Drowning Deaths (Guarded) - Drop-Off,Drowning Deaths (Guarded) - Alc/Drugs,Drowning Deaths (Guarded) - Ability,Drowning Deaths (Guarded) - Floatation,Drowning Deaths (Guarded) - Other,Other Fatalities,Enforcements - Total,Enforcements - Warnings,Enforcements - Boat/PWC,Enforcements - Citations,Enforcements - Arrests,Lost/Found Persons,Public Education - Lectures,Public Education - Students,Demographics - Miles Guarded,Demographics - Miles Not Guarded,Demographics - Full-Time Employees,Demographics - Part-Time Employees,Demographics - Jr. Guards,Demographics - Agency Water Is,Demographics - Agency Coverage,Demographics - Avg. Weekday Towers Staffed,Demographics - Avg. Weekend Towers Staffed,Demographics - Avg. Distance Between Tower (yards),Demographics - # Rescue Vehicles,Demographics - Boat < 15,Demographics - Boat 15+,Demographics - PWC,Demographics - Non Motorized Rescue Craft
1982,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,"822,337",364,0,0,0,0,,0,0,110,"379,411",0,0,0,"8,851","1,049","1,049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,12,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,"1,283,674",676,0,0,0,0,,0,42,0,"375,000",0,0,0,0,"1,295","1,295",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,"1,023,375","1,454",0,0,0,0,,0,84,0,"2,253,225",0,0,0,"1,884","1,635","1,635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,"365,513","1,614",0,0,0,0,,0,97,0,"384,900",0,0,0,814,"1,402","1,402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,"2,562,500","1,884",0,0,0,0,,0,145,0,"1,228,000",0,0,0,"16,758","1,805","1,805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,"449,250","1,155",0,0,0,0,,0,103,0,"269,300",0,0,0,"1,678","1,600","1,600",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,"2,500,000","1,412",0,0,0,0,,0,55,234,"437,000",0,0,0,"23,522","1,597","1,597",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,"3,550,000",861,0,0,0,0,,0,47,188,"145,700",0,0,0,"13,944","1,645","1,645",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,"1,551,130","1,078",0,0,0,0,,0,54,182,"167,400",0,0,0,"8,869","2,017","2,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,"1,658,600",773,0,0,0,0,,0,64,186,"198,400",0,0,0,"9,611","1,294","1,294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,"1,000,000","1,136",0,0,0,0,,0,38,114,"117,800",0,0,0,"10,301","1,186","1,186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,"1,157,900","1,068",0,0,0,0,,0,89,267,"275,900",0,0,0,"7,749","1,410","1,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Northwest,Seaside Fire and Rescue,Seaside,Clatsop County,Oregon,"142,900",3,3,0,0,0,,0,0,0,$0,0,0,$0,342,50,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,333,0,0,0,26,0,0,4,0.5,3,6,-,Ocean,Seasonal,1,1,0,2,0,0,3,0
1999,Northwest,"Seattle Lifeguards, Washington",Seattle,Ocean County,Washington,"121,935",36,0,0,0,0,,0,0,0,0,0,0,0,0,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Northwest,"Seattle Lifeguards, Washington",Seattle,Ocean County,Washington,"184,365",54,0,0,0,0,,0,0,0,0,0,0,0,119,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Northwest,"Seattle Lifeguards, Washington",Seattle,Ocean County,Washington,"201,060",67,0,0,0,0,,0,0,0,0,0,0,0,0,156,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Northwest,"Seattle Lifeguards, Washington",Seattle,Ocean County,Washington,"184,636",78,0,0,0,0,,0,0,0,0,0,0,0,0,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Northwest,"Seattle Lifeguards, Washington",Seattle,Ocean County,Washington,"144,234",67,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Northwest,"Seattle Lifeguards, Washington",Seattle,Ocean County,Washington,"322,000",123,0,0,0,0,,0,3,0,3,0,0,0,329,453,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"28,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Northwest,"Seattle Puget Sound, Washington",Seattle,Ocean County,Washington,"37,000",4,0,0,0,0,,0,0,0,0,0,0,0,112,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Mid-Atlantic,"Ship Bottom Beach Patrol, New Jersey",Ship Bottom,Ocean County,New Jersey,"289,800",612,585,27,0,0,,0,0,0,0,0,0,0,900,366,28,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,1,2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Mid-Atlantic,"Ship Bottom Beach Patrol, New Jersey",Ship Bottom,Ocean County,New Jersey,"404,487",326,298,28,0,0,,0,0,0,0,0,0,0,95,435,14,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,23,16,5,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Mid-Atlantic,"Ship Bottom Beach Patrol, New Jersey",Ship Bottom,Ocean County,New Jersey,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Mid-Atlantic,"Ship Bottom Beach Patrol, New Jersey",Ship Bottom,Ocean County,New Jersey,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Mid-Atlantic,"Ship Bottom Beach Patrol, New Jersey",Ship Bottom,Ocean County,New Jersey,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Mid-Atlantic,"Ship Bottom Beach Patrol, New Jersey",Ship Bottom,Ocean County,New Jersey,"148,000",186,108,78,0,0,,0,0,0,0,1,2,0,"1,398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,10,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",78,0,78,0,0,0,0,35,50,"35,000",37,50,"35,000","4,774","9,130",7,9,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"22,405","22,405",10,0,0,476,9,225,7,7,20,80,0,Ocean,Seasonal,25,25,100,13,0,0,3,0
2022,Mid-Atlantic,"Rehoboth Beach Patrol, Delaware",Rehoboth Beach,Sussex County,Delaware,"900,000",105,154,0,0,0,0,0,0,0,0,0,0,0,"2,500",121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,141",0,0,0,0,318,18,175,2,0,0,65,175,Ocean,Seasonal,15,19,100,2,0,0,0,10
2021,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",37,0,37,0,0,0,0,29,50,0,22,35,0,"6,412","17,218",5,"17,213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,709","25,709",0,0,0,0,10,"1,000",14,0,85,5,0,Ocean,Seasonal,25,25,200,14,0,0,3,6
2020,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,000,000",47,0,47,0,0,0,0,49,90,0,32,50,0,"3,492","24,452",7,"24,445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,126","24,126",0,0,0,610,1,"10,000",14,0,80,5,0,Ocean,Seasonal,24,24,200,0,0,0,3,6
2019,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",37,0,37,0,0,,0,20,0,0,14,0,0,"3,397","24,370",105,"24,265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"15,207","15,133",74,0,0,424,25,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",38,0,38,0,0,,0,8,12,0,29,45,0,"4,092","24,997",63,"24,934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,733","7,647",86,0,0,479,22,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",21,0,21,0,0,,0,13,20,0,72,0,0,"2,307","12,171",71,"12,100",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,473","8,473",0,0,0,536,24,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",33,0,33,0,0,,0,16,24,0,32,48,0,"1,954","15,012",50,"14,962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,687","7,522",165,0,0,530,20,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",16,0,16,0,0,,0,10,15,0,33,50,0,"1,480","12,229",31,"12,198",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"8,003","7,808",195,0,0,587,20,580,0,0,15,80,44,Ocean,Year Round,21,21,0,10,0,0,3,5
2014,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",20,0,20,0,0,,0,33,66,0,57,114,0,"1,492","39,540",36,"39,504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,106","12,106",0,0,0,627,17,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",28,0,0,0,0,,0,14,14,0,73,73,0,"1,359","33,499",25,"33,474",3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"11,830","11,621",209,0,0,763,12,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",31,0,31,0,0,,0,13,20,0,59,90,0,"1,719","13,528",40,"13,488",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"9,237","9,081",156,0,0,724,5,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,200,000",17,0,17,0,0,,0,13,23,0,66,116,0,"1,058","38,148",22,"38,126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,188","7,021",167,0,0,414,5,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,000,000",12,0,12,0,0,,0,15,22,0,71,124,0,804,"31,133",32,"31,101",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"5,671","5,607",64,0,0,287,10,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,000,000",23,0,23,0,0,,0,16,24,0,75,165,0,"1,731","21,794",33,"21,761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,581","7,475",106,0,0,369,9,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,000,000",34,0,34,0,0,,0,19,47,0,119,262,0,"1,390","14,403",15,"14,388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,692","5,579",113,0,0,351,7,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",26,0,26,0,0,,0,25,57,0,92,230,0,986,"21,104",21,"21,083",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"6,590","6,405",185,0,0,478,5,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,260,000",29,0,29,0,0,,0,26,61,0,106,248,0,688,"13,235",25,"13,210",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"5,211","5,075",136,0,0,448,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",13,0,13,0,0,,0,21,50,0,133,303,0,852,"10,432",20,"10,412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,653","3,486",167,0,0,388,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",30,0,30,0,0,,0,31,64,0,135,205,0,"1,307","17,453",19,"17,434",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"3,496","3,287",209,0,0,602,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",14,0,14,0,0,,0,26,50,0,105,199,0,764,"15,755",28,"15,727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,184","4,091",93,0,0,688,4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",16,0,16,0,0,,0,35,72,0,74,160,0,901,"17,697",24,"17,673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2,770","2,523",247,0,0,645,4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,200,000",28,0,28,0,0,,0,39,0,0,135,0,0,"1,225","15,906",22,"15,884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"2,871","2,708",163,0,0,784,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",23,0,23,0,0,,0,56,0,0,143,0,0,"1,149","10,101",19,"10,082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,725","2,515",210,0,0,407,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,500,000",26,0,26,0,0,,0,10,0,0,80,0,0,768,"6,621",17,"6,604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2,503","2,393",110,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"2,000,000",12,0,12,0,0,,0,7,0,0,21,0,0,401,"5,759",2,"5,757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,284","2,164",120,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"1,800,000",25,0,25,0,0,,0,16,0,0,65,0,0,928,"2,669",13,"2,656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,878","1,779",99,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"1,800,000",9,0,9,0,0,,0,22,0,0,31,0,0,734,"4,913",10,"4,903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,056","1,056",0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"1,500,000",30,0,30,0,0,,0,34,0,0,90,0,0,600,"4,993",30,"4,963",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"1,200","1,200",0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,South-Atlantic,"Shore Beach Service, South Carolina",Hilton Head Island,Beaufort County,South Carolina,"1,500,000",46,0,46,0,0,,0,43,0,0,100,0,0,500,"5,300",18,"5,282",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Mid-Atlantic,Silver Beach,Toms River,Ocean County,New Jersey,"9,000",0,0,0,0,0,,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Mid-Atlantic,Silver Beach,Toms River,Ocean County,New Jersey,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Southwest,"San Clemente Marine Safety, City of, California",San Clemente,Orange County,California,"2,506,500","1,900","1,823",77,0,0,0,0,0,0,0,0,0,0,"27,218","1,088",48,"1,040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,454","17,450",5,4,0,29,7,"2,700",2,0,5,50,828,Ocean,Year Round,13,14,350,6,0,0,1,0
2021,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"989,317",328,308,16,0,1,0,1,2,10,"53,000",0,0,0,"130,283",669,20,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,084","11,079",0,5,5,16,35,"1,025",2,0,5,75,"1,000",ocean,year round,2,3,700,6,1,0,2,0
2020,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,535,500,30,0,0,5,0,2,0,"5,000",0,0,0,"31,930","1,197",21,"1,176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,189","12,189",0,2,0,15,0,0,2,0,5,50,900,Ocean,Year Round,6,5,500,4,3,0,2,0
2019,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,302,275,27,0,0,,0,1,2,"2,000",0,0,0,"30,746","1,046",21,"1,025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"6,859","6,856",0,0,3,22,10,500,2,0,5,55,"1,000",Ocean,Year Round,6,5,700,5,1,0,2,0
2018,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,376,349,27,0,0,,0,2,0,"150,750",2,0,"4,000","35,519",798,13,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,246","9,234",0,4,8,27,10,900,2,0,4,55,"1,000",Ocean,Year Round,6,5,700,5,1,0,2,0
2017,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,189,177,10,0,2,,0,7,21,"137,000",0,0,0,"23,995",483,16,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,35,0,10,41,18,"1,230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,430,402,28,0,0,,8,2,10,0,0,0,0,"79,990",479,15,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"5,264","5,259",0,0,5,11,18,550,2,0,4,32,"1,000",Ocean,Year Round,4,4,600,4,1,0,2,0
2015,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,372,342,30,0,0,,0,1,5,0,2,6,0,0,549,12,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,575,2,0,4,30,"1,025",Ocean,Year Round,4,4,600,4,0,1,2,0
2014,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,395,389,0,0,6,,1,1,2,0,0,0,0,"60,664",433,16,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,143","8,143",0,0,0,9,10,255,2,0,3,45,750,Ocean,Year Round,4,4,650,3,0,1,2,8
2013,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"380,053",188,172,6,0,2,,3,5,15,"140,000",5,15,"140,000","47,748",894,13,881,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"7,709","7,705",0,2,2,9,10,255,2,0,3,40,750,Ocean,Year Round,4,4,650,4,0,1,2,0
2012,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"330,800",208,146,57,0,2,,1,2,4,"14,000",0,0,0,"54,838",459,12,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,040","5,028",0,6,6,6,10,253,1,0,3,44,-,Ocean,Year Round,5,5,500,5,0,0,2,0
2011,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"210,500",183,100,9,0,1,,0,10,20,"8,000",0,0,0,"48,477",220,10,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,785","3,781",0,0,4,4,6,155,1,0,3,44,-,Ocean,Year Round,5,5,500,5,0,1,2,0
2010,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"207,300",83,50,30,0,3,,0,2,4,"20,000",0,0,0,"31,762",253,10,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,970","2,970",0,0,0,2,6,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"202,275",181,150,30,0,0,,1,0,0,0,1,1,"10,000","25,587",300,19,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,494","2,492",0,0,2,24,10,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"101,075",116,112,1,0,2,,1,1,1,"12,000",0,0,0,"20,512",214,7,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"3,083","3,083",0,0,0,8,14,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
